Transaction_ID,Product_ID,Product_Name,Category,Price
T00063,P046,Produce Item 46,Produce,9.64
T00063,P045,Produce Item 45,Produce,40.66
T00064,P149,Snacks Item 149,Snacks,34.14
T00064,P001,Meat Item 1,Meat,30.32
T00064,P088,Frozen Item 88,Frozen,9.18
T00064,P005,Canned Goods Item 5,Canned Goods,25.32
T00065,P093,Meat Item 93,Meat,24.28
T00065,P017,Frozen Item 17,Frozen,46.06
T00065,P096,Bakery Item 96,Bakery,15.66
T00066,P058,Snacks Item 58,Snacks,24.19
T00066,P010,Produce Item 10,Produce,24.84
T00066,P012,Produce Item 12,Produce,10.74
T00067,P071,Frozen Item 71,Frozen,12.88
T00067,P063,Dairy Item 63,Dairy,15.13
T00068,P030,Beverages Item 30,Beverages,43.95
T00068,P031,Produce Item 31,Produce,14.86
T00069,P076,Bakery Item 76,Bakery,32.21
T00069,P079,Snacks Item 79,Snacks,1.73
T00069,P046,Produce Item 46,Produce,9.64
T00069,P114,Bakery Item 114,Bakery,2.56
T00069,P128,Bakery Item 128,Bakery,23.29
T00069,P045,Produce Item 45,Produce,40.66
T00070,P149,Snacks Item 149,Snacks,34.14
T00070,P064,Beverages Item 64,Beverages,41.31
T00070,P047,Produce Item 47,Produce,24.66
T00070,P020,Canned Goods Item 20,Canned Goods,38.46
T00070,P150,Canned Goods Item 150,Canned Goods,2.13
T00070,P021,Meat Item 21,Meat,17.62
T00070,P147,Produce Item 147,Produce,13.22
T00071,P004,Frozen Item 4,Frozen,18.99
T00071,P021,Meat Item 21,Meat,17.62
T00071,P020,Canned Goods Item 20,Canned Goods,38.46
T00072,P076,Bakery Item 76,Bakery,32.21
T00072,P126,Bakery Item 126,Bakery,49.68
T00072,P058,Snacks Item 58,Snacks,24.19
T00072,P061,Produce Item 61,Produce,28.98
T00072,P102,Frozen Item 102,Frozen,33.64
T00072,P105,Meat Item 105,Meat,1.99
T00072,P119,Frozen Item 119,Frozen,23.54
T00072,P113,Dairy Item 113,Dairy,49.62
T00072,P045,Produce Item 45,Produce,40.66
T00072,P044,Snacks Item 44,Snacks,12.48
T00073,P059,Beverages Item 59,Beverages,42.49
T00073,P148,Meat Item 148,Meat,10.36
T00073,P119,Frozen Item 119,Frozen,23.54
T00073,P002,Beverages Item 2,Beverages,37.42
T00073,P123,Canned Goods Item 123,Canned Goods,48.99
T00073,P057,Beverages Item 57,Beverages,46.1
T00073,P104,Frozen Item 104,Frozen,48.47
T00073,P030,Beverages Item 30,Beverages,43.95
T00073,P116,Produce Item 116,Produce,1.08
T00073,P019,Canned Goods Item 19,Canned Goods,40.91
T00074,P004,Frozen Item 4,Frozen,18.99
T00074,P001,Meat Item 1,Meat,30.32
T00074,P127,Beverages Item 127,Beverages,19.86
T00074,P032,Canned Goods Item 32,Canned Goods,11.38
T00075,P010,Produce Item 10,Produce,24.84
T00075,P012,Produce Item 12,Produce,10.74
T00076,P131,Meat Item 131,Meat,37.17
T00076,P052,Dairy Item 52,Dairy,12.3
T00076,P098,Produce Item 98,Produce,4.0
T00076,P105,Meat Item 105,Meat,1.99
T00077,P021,Meat Item 21,Meat,17.62
T00077,P010,Produce Item 10,Produce,24.84
T00077,P012,Produce Item 12,Produce,10.74
T00077,P020,Canned Goods Item 20,Canned Goods,38.46
T00078,P031,Produce Item 31,Produce,14.86
T00078,P039,Canned Goods Item 39,Canned Goods,6.7
T00078,P046,Produce Item 46,Produce,9.64
T00078,P030,Beverages Item 30,Beverages,43.95
T00078,P045,Produce Item 45,Produce,40.66
T00079,P031,Produce Item 31,Produce,14.86
T00079,P052,Dairy Item 52,Dairy,12.3
T00079,P020,Canned Goods Item 20,Canned Goods,38.46
T00079,P021,Meat Item 21,Meat,17.62
T00079,P104,Frozen Item 104,Frozen,48.47
T00079,P078,Bakery Item 78,Bakery,16.31
T00079,P030,Beverages Item 30,Beverages,43.95
T00080,P059,Beverages Item 59,Beverages,42.49
T00080,P031,Produce Item 31,Produce,14.86
T00080,P012,Produce Item 12,Produce,10.74
T00080,P010,Produce Item 10,Produce,24.84
T00080,P051,Dairy Item 51,Dairy,1.54
T00080,P030,Beverages Item 30,Beverages,43.95
T00080,P068,Meat Item 68,Meat,48.4
T00081,P070,Bakery Item 70,Bakery,32.14
T00081,P004,Frozen Item 4,Frozen,18.99
T00081,P067,Meat Item 67,Meat,28.89
T00081,P046,Produce Item 46,Produce,9.64
T00081,P098,Produce Item 98,Produce,4.0
T00081,P038,Produce Item 38,Produce,37.78
T00081,P036,Frozen Item 36,Frozen,24.46
T00082,P134,Bakery Item 134,Bakery,39.32
T00082,P004,Frozen Item 4,Frozen,18.99
T00082,P010,Produce Item 10,Produce,24.84
T00082,P012,Produce Item 12,Produce,10.74
T00083,P146,Bakery Item 146,Bakery,12.45
T00083,P021,Meat Item 21,Meat,17.62
T00083,P020,Canned Goods Item 20,Canned Goods,38.46
T00084,P144,Beverages Item 144,Beverages,28.28
T00084,P017,Frozen Item 17,Frozen,46.06
T00084,P126,Bakery Item 126,Bakery,49.68
T00084,P058,Snacks Item 58,Snacks,24.19
T00084,P034,Beverages Item 34,Beverages,9.19
T00084,P127,Beverages Item 127,Beverages,19.86
T00084,P063,Dairy Item 63,Dairy,15.13
T00084,P033,Snacks Item 33,Snacks,48.58
T00084,P097,Bakery Item 97,Bakery,7.77
T00084,P106,Snacks Item 106,Snacks,10.42
T00084,P129,Canned Goods Item 129,Canned Goods,19.62
T00084,P091,Meat Item 91,Meat,40.35
T00085,P001,Meat Item 1,Meat,30.32
T00085,P005,Canned Goods Item 5,Canned Goods,25.32
T00086,P149,Snacks Item 149,Snacks,34.14
T00086,P050,Snacks Item 50,Snacks,6.7
T00086,P056,Beverages Item 56,Beverages,32.4
T00086,P148,Meat Item 148,Meat,10.36
T00086,P046,Produce Item 46,Produce,9.64
T00086,P057,Beverages Item 57,Beverages,46.1
T00086,P122,Frozen Item 122,Frozen,49.79
T00087,P143,Beverages Item 143,Beverages,24.83
T00087,P059,Beverages Item 59,Beverages,42.49
T00087,P001,Meat Item 1,Meat,30.32
T00087,P005,Canned Goods Item 5,Canned Goods,25.32
T00087,P141,Snacks Item 141,Snacks,17.37
T00087,P041,Beverages Item 41,Beverages,7.3
T00087,P147,Produce Item 147,Produce,13.22
T00087,P109,Produce Item 109,Produce,38.64
T00087,P099,Canned Goods Item 99,Canned Goods,16.74
T00087,P061,Produce Item 61,Produce,28.98
T00088,P058,Snacks Item 58,Snacks,24.19
T00088,P020,Canned Goods Item 20,Canned Goods,38.46
T00088,P046,Produce Item 46,Produce,9.64
T00088,P021,Meat Item 21,Meat,17.62
T00088,P045,Produce Item 45,Produce,40.66
T00089,P008,Produce Item 8,Produce,14.5
T00089,P018,Frozen Item 18,Frozen,1.07
T00089,P106,Snacks Item 106,Snacks,10.42
T00089,P019,Canned Goods Item 19,Canned Goods,40.91
T00090,P076,Bakery Item 76,Bakery,32.21
T00090,P079,Snacks Item 79,Snacks,1.73
T00090,P034,Beverages Item 34,Beverages,9.19
T00090,P002,Beverages Item 2,Beverages,37.42
T00090,P065,Produce Item 65,Produce,14.11
T00091,P077,Beverages Item 77,Beverages,17.86
T00091,P035,Snacks Item 35,Snacks,33.4
T00091,P076,Bakery Item 76,Bakery,32.21
T00091,P043,Meat Item 43,Meat,40.54
T00091,P079,Snacks Item 79,Snacks,1.73
T00091,P134,Bakery Item 134,Bakery,39.32
T00091,P023,Beverages Item 23,Beverages,33.24
T00091,P007,Beverages Item 7,Beverages,36.4
T00091,P042,Canned Goods Item 42,Canned Goods,14.3
T00091,P060,Dairy Item 60,Dairy,41.19
T00091,P147,Produce Item 147,Produce,13.22
T00091,P099,Canned Goods Item 99,Canned Goods,16.74
T00092,P030,Beverages Item 30,Beverages,43.95
T00092,P001,Meat Item 1,Meat,30.32
T00092,P031,Produce Item 31,Produce,14.86
T00092,P005,Canned Goods Item 5,Canned Goods,25.32
T00093,P091,Meat Item 91,Meat,40.35
T00093,P010,Produce Item 10,Produce,24.84
T00093,P012,Produce Item 12,Produce,10.74
T00094,P056,Beverages Item 56,Beverages,32.4
T00094,P031,Produce Item 31,Produce,14.86
T00094,P058,Snacks Item 58,Snacks,24.19
T00094,P112,Dairy Item 112,Dairy,5.56
T00094,P012,Produce Item 12,Produce,10.74
T00094,P007,Beverages Item 7,Beverages,36.4
T00094,P040,Canned Goods Item 40,Canned Goods,37.15
T00094,P022,Snacks Item 22,Snacks,28.61
T00094,P010,Produce Item 10,Produce,24.84
T00094,P041,Beverages Item 41,Beverages,7.3
T00094,P097,Bakery Item 97,Bakery,7.77
T00094,P008,Produce Item 8,Produce,14.5
T00094,P021,Meat Item 21,Meat,17.62
T00095,P001,Meat Item 1,Meat,30.32
T00095,P005,Canned Goods Item 5,Canned Goods,25.32
T00096,P138,Snacks Item 138,Snacks,25.27
T00096,P059,Beverages Item 59,Beverages,42.49
T00096,P039,Canned Goods Item 39,Canned Goods,6.7
T00096,P002,Beverages Item 2,Beverages,37.42
T00097,P031,Produce Item 31,Produce,14.86
T00097,P020,Canned Goods Item 20,Canned Goods,38.46
T00097,P046,Produce Item 46,Produce,9.64
T00097,P021,Meat Item 21,Meat,17.62
T00097,P030,Beverages Item 30,Beverages,43.95
T00097,P045,Produce Item 45,Produce,40.66
T00098,P094,Frozen Item 94,Frozen,33.85
T00098,P071,Frozen Item 71,Frozen,12.88
T00098,P015,Beverages Item 15,Beverages,10.31
T00098,P023,Beverages Item 23,Beverages,33.24
T00098,P103,Meat Item 103,Meat,47.07
T00098,P074,Snacks Item 74,Snacks,14.36
T00099,P022,Snacks Item 22,Snacks,28.61
T00099,P021,Meat Item 21,Meat,17.62
T00100,P130,Frozen Item 130,Frozen,6.23
T00100,P030,Beverages Item 30,Beverages,43.95
T00100,P031,Produce Item 31,Produce,14.86
T00100,P121,Canned Goods Item 121,Canned Goods,34.99
T00101,P010,Produce Item 10,Produce,24.84
T00101,P012,Produce Item 12,Produce,10.74
T00102,P021,Meat Item 21,Meat,17.62
T00102,P020,Canned Goods Item 20,Canned Goods,38.46
T00103,P095,Beverages Item 95,Beverages,49.25
T00103,P025,Meat Item 25,Meat,35.36
T00103,P124,Canned Goods Item 124,Canned Goods,13.4
T00103,P131,Meat Item 131,Meat,37.17
T00103,P068,Meat Item 68,Meat,48.4
T00104,P077,Beverages Item 77,Beverages,17.86
T00104,P121,Canned Goods Item 121,Canned Goods,34.99
T00104,P071,Frozen Item 71,Frozen,12.88
T00104,P134,Bakery Item 134,Bakery,39.32
T00104,P020,Canned Goods Item 20,Canned Goods,38.46
T00104,P098,Produce Item 98,Produce,4.0
T00104,P117,Produce Item 117,Produce,30.4
T00105,P046,Produce Item 46,Produce,9.64
T00105,P045,Produce Item 45,Produce,40.66
T00105,P100,Frozen Item 100,Frozen,45.09
T00106,P085,Snacks Item 85,Snacks,26.29
T00106,P021,Meat Item 21,Meat,17.62
T00107,P071,Frozen Item 71,Frozen,12.88
T00107,P070,Bakery Item 70,Bakery,32.14
T00107,P001,Meat Item 1,Meat,30.32
T00107,P005,Canned Goods Item 5,Canned Goods,25.32
T00108,P137,Canned Goods Item 137,Canned Goods,16.91
T00108,P101,Snacks Item 101,Snacks,2.22
T00108,P107,Beverages Item 107,Beverages,9.14
T00109,P134,Bakery Item 134,Bakery,39.32
T00109,P142,Canned Goods Item 142,Canned Goods,38.55
T00109,P111,Meat Item 111,Meat,30.39
T00109,P038,Produce Item 38,Produce,37.78
T00109,P011,Meat Item 11,Meat,5.09
T00109,P044,Snacks Item 44,Snacks,12.48
T00110,P059,Beverages Item 59,Beverages,42.49
T00110,P133,Beverages Item 133,Beverages,38.82
T00111,P004,Frozen Item 4,Frozen,18.99
T00111,P031,Produce Item 31,Produce,14.86
T00111,P100,Frozen Item 100,Frozen,45.09
T00111,P089,Dairy Item 89,Dairy,34.62
T00111,P052,Dairy Item 52,Dairy,12.3
T00111,P037,Meat Item 37,Meat,25.98
T00111,P127,Beverages Item 127,Beverages,19.86
T00111,P083,Dairy Item 83,Dairy,39.03
T00111,P142,Canned Goods Item 142,Canned Goods,38.55
T00111,P038,Produce Item 38,Produce,37.78
T00111,P097,Bakery Item 97,Bakery,7.77
T00111,P085,Snacks Item 85,Snacks,26.29
T00111,P011,Meat Item 11,Meat,5.09
T00111,P030,Beverages Item 30,Beverages,43.95
T00111,P045,Produce Item 45,Produce,40.66
T00112,P031,Produce Item 31,Produce,14.86
T00112,P006,Snacks Item 6,Snacks,10.67
T00112,P083,Dairy Item 83,Dairy,39.03
T00112,P090,Meat Item 90,Meat,45.72
T00112,P030,Beverages Item 30,Beverages,43.95
T00112,P061,Produce Item 61,Produce,28.98
T00113,P007,Beverages Item 7,Beverages,36.4
T00113,P049,Snacks Item 49,Snacks,45.35
T00113,P037,Meat Item 37,Meat,25.98
T00114,P001,Meat Item 1,Meat,30.32
T00114,P043,Meat Item 43,Meat,40.54
T00115,P070,Bakery Item 70,Bakery,32.14
T00115,P037,Meat Item 37,Meat,25.98
T00115,P012,Produce Item 12,Produce,10.74
T00115,P107,Beverages Item 107,Beverages,9.14
T00115,P010,Produce Item 10,Produce,24.84
T00115,P080,Canned Goods Item 80,Canned Goods,8.41
T00115,P124,Canned Goods Item 124,Canned Goods,13.4
T00116,P109,Produce Item 109,Produce,38.64
T00116,P035,Snacks Item 35,Snacks,33.4
T00116,P103,Meat Item 103,Meat,47.07
T00117,P001,Meat Item 1,Meat,30.32
T00117,P005,Canned Goods Item 5,Canned Goods,25.32
T00118,P025,Meat Item 25,Meat,35.36
T00118,P037,Meat Item 37,Meat,25.98
T00118,P069,Canned Goods Item 69,Canned Goods,19.44
T00119,P070,Bakery Item 70,Bakery,32.14
T00119,P049,Snacks Item 49,Snacks,45.35
T00119,P100,Frozen Item 100,Frozen,45.09
T00119,P012,Produce Item 12,Produce,10.74
T00119,P048,Meat Item 48,Meat,19.84
T00119,P010,Produce Item 10,Produce,24.84
T00119,P104,Frozen Item 104,Frozen,48.47
T00120,P031,Produce Item 31,Produce,14.86
T00120,P073,Beverages Item 73,Beverages,22.05
T00120,P051,Dairy Item 51,Dairy,1.54
T00120,P131,Meat Item 131,Meat,37.17
T00120,P119,Frozen Item 119,Frozen,23.54
T00121,P006,Snacks Item 6,Snacks,10.67
T00121,P044,Snacks Item 44,Snacks,12.48
T00122,P077,Beverages Item 77,Beverages,17.86
T00122,P143,Beverages Item 143,Beverages,24.83
T00122,P031,Produce Item 31,Produce,14.86
T00122,P110,Bakery Item 110,Bakery,46.38
T00122,P021,Meat Item 21,Meat,17.62
T00122,P030,Beverages Item 30,Beverages,43.95
T00123,P013,Bakery Item 13,Bakery,33.05
T00123,P119,Frozen Item 119,Frozen,23.54
T00123,P051,Dairy Item 51,Dairy,1.54
T00124,P017,Frozen Item 17,Frozen,46.06
T00124,P103,Meat Item 103,Meat,47.07
T00124,P040,Canned Goods Item 40,Canned Goods,37.15
T00124,P063,Dairy Item 63,Dairy,15.13
T00124,P098,Produce Item 98,Produce,4.0
T00124,P082,Beverages Item 82,Beverages,28.23
T00125,P021,Meat Item 21,Meat,17.62
T00125,P001,Meat Item 1,Meat,30.32
T00125,P005,Canned Goods Item 5,Canned Goods,25.32
T00125,P020,Canned Goods Item 20,Canned Goods,38.46
T00126,P031,Produce Item 31,Produce,14.86
T00126,P030,Beverages Item 30,Beverages,43.95
T00126,P010,Produce Item 10,Produce,24.84
T00126,P012,Produce Item 12,Produce,10.74
T00127,P001,Meat Item 1,Meat,30.32
T00127,P012,Produce Item 12,Produce,10.74
T00127,P005,Canned Goods Item 5,Canned Goods,25.32
T00127,P010,Produce Item 10,Produce,24.84
T00128,P149,Snacks Item 149,Snacks,34.14
T00128,P064,Beverages Item 64,Beverages,41.31
